"Date","AvgDO"
2018-07-20,NA
2018-07-21,NA
2018-07-22,NA
2018-07-23,NA
2018-07-24,NA
2018-07-25,NA
2018-07-26,NA
2018-07-27,NA
2018-07-28,NA
2018-07-29,NA
2018-07-30,NA
2018-07-31,NA
2018-08-01,NA
2018-08-02,NA
2018-08-03,NA
2018-08-04,6.41965260416667
2018-08-05,5.88881958333333
2018-08-06,5.50083302083333
2018-08-07,5.25350677083333
2018-08-08,4.9893053125
2018-08-09,NA
2018-08-10,NA
2018-08-11,6.12350666666667
2018-08-12,6.13958354166667
2018-08-13,6.23215302083333
2018-08-14,5.9803815625
2018-08-15,5.63680625
2018-08-16,5.69152791666667
2018-08-17,5.69534729166667
2018-08-18,5.98722208333333
2018-08-19,NA
2018-08-20,NA
2018-08-21,NA
2018-08-22,NA
2018-08-23,NA
2018-08-24,NA
2018-08-25,6.8232296875
2018-08-26,6.7631596875
2018-08-27,6.49392395833333
2018-08-28,6.24784739583333
2018-08-29,6.10093791666667
2018-08-30,6.0306596875
2018-08-31,6.05913208333333
2018-09-01,5.76072958333333
2018-09-02,5.78354208333333
2018-09-03,5.67847239583333
2018-09-04,5.50357645833333
2018-09-05,5.82996541666667
2018-09-06,6.2808678125
2018-09-07,6.24250052083333
2018-09-08,6.1115621875
2018-09-09,6.0069440625
2018-09-10,6.03496520833333
2018-09-11,5.668194375
2018-09-12,5.09114541666667
2018-09-13,4.67225677083333
2018-09-14,4.12635375
2018-09-15,5.9847221875
2018-09-16,5.70972197916667
2018-09-17,6.02565989583333
2018-09-18,5.35191010416667
2018-09-19,5.27659729166667
2018-09-20,3.0077778125
2018-09-21,2.72607609375
2018-09-22,4.7336459375
2018-09-23,3.67482625
2018-09-24,4.21197916666667
2018-09-25,4.7240621875
2018-09-26,5.89121479166667
2018-09-27,6.28805541666667
2018-09-28,6.74059041666667
2018-09-29,7.07173635416667
2018-09-30,7.18052072916667
2018-10-01,7.15565989583333
2018-10-02,7.05770822916667
2018-10-03,6.945416875
2018-10-04,6.89319510416667
2018-10-05,6.48753458333333
2018-10-06,6.55475677083333
2018-10-07,7.05732635416667
2018-10-08,6.77770864583333
2018-10-09,6.159618125
