"Date","Upstream2_MinDO","Location.x","Impoundment1_MinDO","Location.y","Diff","TimeStamp"
2018-06-30,5.86333,"Upstream2",5.79333,"Impoundment1",-0.0700000000000003,"After"
2018-07-01,5.69,"Upstream2",5.59333,"Impoundment1",-0.0966700000000005,"After"
2018-07-02,5.51667,"Upstream2",5.43333,"Impoundment1",-0.0833400000000006,"After"
2018-07-03,5.67667,"Upstream2",5.26333,"Impoundment1",-0.41334,"After"
2018-07-04,5.41333,"Upstream2",5.48333,"Impoundment1",0.0699999999999994,"After"
2018-07-05,5.01,"Upstream2",5.32,"Impoundment1",0.31,"After"
2018-07-06,4.73,"Upstream2",5.26667,"Impoundment1",0.53667,"After"
2018-07-07,4.96667,"Upstream2",4.70333,"Impoundment1",-0.263339999999999,"After"
2018-07-08,4.57333,"Upstream2",5.94667,"Impoundment1",1.37334,"After"
2018-07-09,4.14,"Upstream2",5.84667,"Impoundment1",1.70667,"After"
2018-07-10,4.17667,"Upstream2",4.99667,"Impoundment1",0.82,"After"
2018-07-11,6.22667,"Upstream2",6.24,"Impoundment1",0.0133299999999998,"After"
2018-07-12,5.95,"Upstream2",5.9,"Impoundment1",-0.0499999999999998,"After"
2018-07-13,6.10333,"Upstream2",6.17333,"Impoundment1",0.0700000000000003,"After"
2018-07-14,5.68333,"Upstream2",5.71,"Impoundment1",0.0266700000000002,"After"
2018-07-15,5.53,"Upstream2",5.57333,"Impoundment1",0.0433300000000001,"After"
2018-07-16,4.93333,"Upstream2",4.08333,"Impoundment1",-0.85,"After"
2018-07-17,4.42,"Upstream2",4.42,"Impoundment1",0,"After"
2018-07-18,4.72333,"Upstream2",3.31667,"Impoundment1",-1.40666,"After"
2018-07-19,4.23,"Upstream2",2.29667,"Impoundment1",-1.93333,"After"
2018-07-20,4.15333,"Upstream2",1.18,"Impoundment1",-2.97333,"After"
2018-07-21,5.34333,"Upstream2",0.983333,"Impoundment1",-4.359997,"After"
2018-07-22,4.56,"Upstream2",1.85333,"Impoundment1",-2.70667,"After"
2018-07-23,3.87667,"Upstream2",3.37333,"Impoundment1",-0.50334,"After"
2018-07-24,3.31333,"Upstream2",2.97333,"Impoundment1",-0.34,"After"
2018-07-25,3.80333,"Upstream2",0.653333,"Impoundment1",-3.149997,"After"
2018-07-26,2.93333,"Upstream2",2.06667,"Impoundment1",-0.86666,"After"
2018-07-27,1.31333,"Upstream2",0.806667,"Impoundment1",-0.506663,"After"
2018-07-28,0.93,"Upstream2",0.786667,"Impoundment1",-0.143333,"After"
2018-07-29,3.03,"Upstream2",1.33667,"Impoundment1",-1.69333,"After"
2018-07-30,6.06,"Upstream2",3.76333,"Impoundment1",-2.29667,"After"
2018-07-31,5.03333,"Upstream2",4.81667,"Impoundment1",-0.21666,"After"
2018-08-01,4.65,"Upstream2",2.75,"Impoundment1",-1.9,"After"
2018-08-02,5.50333,"Upstream2",0.103333,"Impoundment1",-5.399997,"After"
2018-08-03,4.90667,"Upstream2",0.0233333,"Impoundment1",-4.8833367,"After"
2018-08-04,6.18667,"Upstream2",6.26,"Impoundment1",0.0733299999999995,"After"
2018-08-05,5.64,"Upstream2",5.47333,"Impoundment1",-0.16667,"After"
2018-08-06,5.12,"Upstream2",4.75,"Impoundment1",-0.37,"After"
2018-08-07,4.96333,"Upstream2",4.27333,"Impoundment1",-0.69,"After"
2018-08-08,4.72333,"Upstream2",3.22333,"Impoundment1",-1.5,"After"
2018-08-09,4.42,"Upstream2",3.21667,"Impoundment1",-1.20333,"After"
2018-08-10,4.58667,"Upstream2",2.78,"Impoundment1",-1.80667,"After"
2018-08-11,5.85667,"Upstream2",5.45333,"Impoundment1",-0.40334,"After"
2018-08-12,5.80667,"Upstream2",5.87667,"Impoundment1",0.0699999999999994,"After"
2018-08-13,6.06,"Upstream2",6.13333,"Impoundment1",0.0733300000000003,"After"
2018-08-14,5.88,"Upstream2",6.30333,"Impoundment1",0.42333,"After"
2018-08-15,5.39,"Upstream2",6.4,"Impoundment1",1.01,"After"
2018-08-16,5.17667,"Upstream2",6.31333,"Impoundment1",1.13666,"After"
2018-08-17,4.96333,"Upstream2",6.16333,"Impoundment1",1.2,"After"
2018-08-18,5.63,"Upstream2",6.06667,"Impoundment1",0.43667,"After"
2018-08-19,4.48333,"Upstream2",6.12333,"Impoundment1",1.64,"After"
2018-08-20,5.32333,"Upstream2",6.14333,"Impoundment1",0.819999999999999,"After"
2018-08-21,5.23667,"Upstream2",6.14333,"Impoundment1",0.90666,"After"
2018-08-22,3.94667,"Upstream2",6.09667,"Impoundment1",2.15,"After"
2018-08-23,3.80333,"Upstream2",6.07667,"Impoundment1",2.27334,"After"
2018-08-24,5.44667,"Upstream2",6.24667,"Impoundment1",0.8,"After"
2018-08-25,6.60667,"Upstream2",6.74667,"Impoundment1",0.14,"After"
2018-08-26,6.49,"Upstream2",6.68333,"Impoundment1",0.19333,"After"
2018-08-27,6.21667,"Upstream2",6.39667,"Impoundment1",0.180000000000001,"After"
2018-08-28,5.63667,"Upstream2",5.75667,"Impoundment1",0.12,"After"
2018-08-29,5.67667,"Upstream2",6.15333,"Impoundment1",0.476660000000001,"After"
2018-08-30,5.50667,"Upstream2",6.00333,"Impoundment1",0.49666,"After"
2018-08-31,5.77,"Upstream2",6.09667,"Impoundment1",0.32667,"After"
2018-09-01,5.54333,"Upstream2",5.85667,"Impoundment1",0.31334,"After"
2018-09-02,5.61333,"Upstream2",6.01333,"Impoundment1",0.399999999999999,"After"
2018-09-03,5.39333,"Upstream2",5.91333,"Impoundment1",0.52,"After"
2018-09-04,4.74,"Upstream2",5.54,"Impoundment1",0.8,"After"
